timestamp,ax,ay,az
0.0,0.0,0.0,9.81
0.02,0.0496057350657239,0.3968458805257912,9.812506664671286
0.04,0.012434494358242742,0.09947595486594193,9.814973797743297
0.06,-0.04648882429441256,-0.3719105943553005,9.817362491053695
0.08,-0.024087683705085766,-0.19270146964068613,9.819635073482035
0.1,0.040450849718747364,0.3236067977499789,9.82175570504585
0.12,0.03422735529643449,0.2738188423714759,9.823690942118574
0.14,-0.03187119948743446,-0.25496959589947565,9.825410264855517
0.16,-0.04221639627510076,-0.33773117020080606,9.82688655851004
0.18,0.021288964578253577,0.17031171662602862,9.828096541049321
0.2,0.04755282581475769,0.38042260651806153,9.829021130325904
0.22,-0.009369065729286148,-0.07495252583428919,9.829645745014574
0.24,-0.04990133642141359,-0.3992106913713087,9.829960534568565
0.26,-0.0031395259764656876,-0.0251162078117255,9.829960534568565
0.28,0.04911436253643442,0.39291490029147536,9.829645745014574
0.3,0.015450849718747495,0.12360679774997996,9.829021130325904
0.32,-0.04524135262330098,-0.36193082098640783,9.828096541049321
0.34,-0.02679133974894989,-0.2143307179915991,9.82688655851004
0.36,0.038525662138789385,0.3082052971103151,9.825410264855517
0.38,0.0364484313710707,0.2915874509685656,9.823690942118574
0.4,-0.029389262614623615,-0.23511410091698892,9.82175570504585
0.42,-0.043815334002193236,-0.3505226720175459,9.819635073482035
0.44,0.018406227634233743,0.14724982107386994,9.817362491053695
0.46,0.04842915805643157,0.38743326445145254,9.814973797743297
0.48,-0.0062666616782149345,-0.050133293425719476,9.812506664671286
0.5,-0.05,-0.4,9.81
0.52,-0.006266661678215251,-0.05013329342572201,9.807493335328715
0.54,0.04842915805643158,0.38743326445145265,9.805026202256704
0.56,0.018406227634234038,0.1472498210738723,9.802637508946306
0.58,-0.043815334002193,-0.350522672017544,9.800364926517966
0.6,-0.02938926261462387,-0.23511410091699095,9.79824429495415
0.62,0.036448431371070476,0.2915874509685638,9.796309057881427
0.64,0.038525662138789475,0.3082052971103158,9.794589735144484
0.66,-0.02679133974894962,-0.21433071799159695,9.793113441489961
0.68,-0.045241352623301034,-0.3619308209864083,9.79190345895068
0.7,0.015450849718747023,0.12360679774997618,9.790978869674097
0.72,0.04911436253643448,0.39291490029147585,9.790354254985427
0.74,-0.0031395259764655475,-0.02511620781172438,9.790039465431436
0.76,-0.04990133642141356,-0.3992106913713085,9.790039465431436
0.78,-0.009369065729286462,-0.0749525258342917,9.790354254985427
0.8,0.04755282581475764,0.38042260651806115,9.790978869674097
0.82,0.02128896457825395,0.1703117166260316,9.79190345895068
0.84,-0.04221639627510063,-0.33773117020080506,9.793113441489961
0.86,-0.03187119948743484,-0.2549695958994787,9.794589735144484
